"","Species","Region","Country","Origin"
"929","Agrostis stolonifera","europe","USSR_Central_Division","Unknown"
"930","Agrostis stolonifera","europe","USSR_South_western","Unknown"
"931","Agrostis stolonifera","europe","USSR_Krym","Unknown"
"932","Agrostis stolonifera","europe","USSRSouth_eastern_Division","Unknown"
"933","Ailanthus altissima","america","Continental US","Unknown"
"934","Ailanthus altissima","america","Alaska","Unknown"
"935","Ailanthus altissima","america","Canada","Unknown"
"936","Ailanthus altissima","america","Caribbean Territories","Unknown"
"937","Ailanthus altissima","america","Central Pacific Territories","Unknown"
"938","Ailanthus altissima","america","Hawaii","Unknown"
"939","Ailanthus altissima","america","Mexico","Unknown"
"940","Ailanthus altissima","europe","Albania","Unknown"
"941","Ailanthus altissima","europe","Austria","Unknown"
"942","Ailanthus altissima","europe","Azores","Unknown"
"943","Ailanthus altissima","europe","Belgium","Unknown"
"944","Ailanthus altissima","europe","Islas_Baleares","Unknown"
"945","Ailanthus altissima","europe","Britain","Unknown"
"946","Ailanthus altissima","europe","Bulgaria","Unknown"
"947","Ailanthus altissima","europe","Corse","Unknown"
"948","Ailanthus altissima","europe","Kriti","Unknown"
"949","Ailanthus altissima","europe","Czechoslovakia","Unknown"
"950","Ailanthus altissima","europe","Denmark","Unknown"
"951","Ailanthus altissima","europe","Faroer","Unknown"
"952","Ailanthus altissima","europe","Finland","Unknown"
"953","Ailanthus altissima","europe","France","Unknown"
"954","Ailanthus altissima","europe","Germany","Unknown"
"955","Ailanthus altissima","europe","Greece","Unknown"
"956","Ailanthus altissima","europe","Ireland","Unknown"
"957","Ailanthus altissima","europe","Switzerland","Unknown"
"958","Ailanthus altissima","europe","Netherlands","Unknown"
"959","Ailanthus altissima","europe","Spain","Unknown"
"960","Ailanthus altissima","europe","Hungary","Unknown"
"961","Ailanthus altissima","europe","Iceland","Unknown"
"962","Ailanthus altissima","europe","Italy","Unknown"
"963","Ailanthus altissima","europe","Jugoslavia","Unknown"
"964","Ailanthus altissima","europe","Portugal","Unknown"
"965","Ailanthus altissima","europe","Norway","Unknown"
"966","Ailanthus altissima","europe","Poland","Unknown"
"967","Ailanthus altissima","europe","Romania","Unknown"
"968","Ailanthus altissima","europe","USSR","Unknown"
"969","Ailanthus altissima","europe","Sardegna","Unknown"
"970","Ailanthus altissima","europe","Svalbard","Unknown"
"971","Ailanthus altissima","europe","Sicilia","Unknown"
"972","Ailanthus altissima","europe","Sweden","Unknown"
"973","Ailanthus altissima","europe","Turkey","Unknown"
"974","Ailanthus altissima","europe","USSR_Northern_Division","Unknown"
"975","Ailanthus altissima","europe","USSR_Baltic_Division","Unknown"
"976","Ailanthus altissima","europe","USSR_Central_Division","Unknown"
"977","Ailanthus altissima","europe","USSR_South_western","Unknown"
"978","Ailanthus altissima","europe","USSR_Krym","Unknown"
"979","Ailanthus altissima","europe","USSRSouth_eastern_Division","Unknown"
"980","Alectryon excelsus","america","Continental US","Unknown"
"981","Alectryon excelsus","america","Alaska","Unknown"
"982","Alectryon excelsus","america","Canada","Unknown"
"983","Alectryon excelsus","america","Caribbean Territories","Unknown"
"984","Alectryon excelsus","america","Central Pacific Territories","Unknown"
"985","Alectryon excelsus","america","Hawaii","Unknown"
"986","Alectryon excelsus","america","Mexico","Unknown"
"987","Alectryon excelsus","europe","Albania","Unknown"
"988","Alectryon excelsus","europe","Austria","Unknown"
"989","Alectryon excelsus","europe","Azores","Unknown"
"990","Alectryon excelsus","europe","Belgium","Unknown"
"991","Alectryon excelsus","europe","Islas_Baleares","Unknown"
"992","Alectryon excelsus","europe","Britain","Unknown"
"993","Alectryon excelsus","europe","Bulgaria","Unknown"
"994","Alectryon excelsus","europe","Corse","Unknown"
"995","Alectryon excelsus","europe","Kriti","Unknown"
"996","Alectryon excelsus","europe","Czechoslovakia","Unknown"
"997","Alectryon excelsus","europe","Denmark","Unknown"
"998","Alectryon excelsus","europe","Faroer","Unknown"
"999","Alectryon excelsus","europe","Finland","Unknown"
"1000","Alectryon excelsus","europe","France","Unknown"
"1001","Alectryon excelsus","europe","Germany","Unknown"
"1002","Alectryon excelsus","europe","Greece","Unknown"
"1003","Alectryon excelsus","europe","Ireland","Unknown"
"1004","Alectryon excelsus","europe","Switzerland","Unknown"
"1005","Alectryon excelsus","europe","Netherlands","Unknown"
"1006","Alectryon excelsus","europe","Spain","Unknown"
"1007","Alectryon excelsus","europe","Hungary","Unknown"
"1008","Alectryon excelsus","europe","Iceland","Unknown"
"1009","Alectryon excelsus","europe","Italy","Unknown"
"1010","Alectryon excelsus","europe","Jugoslavia","Unknown"
"1011","Alectryon excelsus","europe","Portugal","Unknown"
"1012","Alectryon excelsus","europe","Norway","Unknown"
"1013","Alectryon excelsus","europe","Poland","Unknown"
"1014","Alectryon excelsus","europe","Romania","Unknown"
"1015","Alectryon excelsus","europe","USSR","Unknown"
"1016","Alectryon excelsus","europe","Sardegna","Unknown"
"1017","Alectryon excelsus","europe","Svalbard","Unknown"
"1018","Alectryon excelsus","europe","Sicilia","Unknown"
"1019","Alectryon excelsus","europe","Sweden","Unknown"
"1020","Alectryon excelsus","europe","Turkey","Unknown"
"1021","Alectryon excelsus","europe","USSR_Northern_Division","Unknown"
"1022","Alectryon excelsus","europe","USSR_Baltic_Division","Unknown"
"1023","Alectryon excelsus","europe","USSR_Central_Division","Unknown"
"1024","Alectryon excelsus","europe","USSR_South_western","Unknown"
"1025","Alectryon excelsus","europe","USSR_Krym","Unknown"
"1026","Alectryon excelsus","europe","USSRSouth_eastern_Division","Unknown"
"1027","Ailanthus altissima","america","Continental US","Unknown"
"1028","Ailanthus altissima","america","Alaska","Unknown"
"1029","Ailanthus altissima","america","Canada","Unknown"
"1030","Ailanthus altissima","america","Caribbean Territories","Unknown"
"1031","Ailanthus altissima","america","Central Pacific Territories","Unknown"
"1032","Ailanthus altissima","america","Hawaii","Unknown"
"1033","Ailanthus altissima","america","Mexico","Unknown"
"1034","Ailanthus altissima","europe","Albania","Unknown"
"1035","Ailanthus altissima","europe","Austria","Unknown"
"1036","Ailanthus altissima","europe","Azores","Unknown"
"1037","Ailanthus altissima","europe","Belgium","Unknown"
"1038","Ailanthus altissima","europe","Islas_Baleares","Unknown"
"1039","Ailanthus altissima","europe","Britain","Unknown"
"1040","Ailanthus altissima","europe","Bulgaria","Unknown"
"1041","Ailanthus altissima","europe","Corse","Unknown"
"1042","Ailanthus altissima","europe","Kriti","Unknown"
"1043","Ailanthus altissima","europe","Czechoslovakia","Unknown"
"1044","Ailanthus altissima","europe","Denmark","Unknown"
"1045","Ailanthus altissima","europe","Faroer","Unknown"
"1046","Ailanthus altissima","europe","Finland","Unknown"
"1047","Ailanthus altissima","europe","France","Unknown"
"1048","Ailanthus altissima","europe","Germany","Unknown"
"1049","Ailanthus altissima","europe","Greece","Unknown"
"1050","Ailanthus altissima","europe","Ireland","Unknown"
"1051","Ailanthus altissima","europe","Switzerland","Unknown"
"1052","Ailanthus altissima","europe","Netherlands","Unknown"
"1053","Ailanthus altissima","europe","Spain","Unknown"
"1054","Ailanthus altissima","europe","Hungary","Unknown"
"1055","Ailanthus altissima","europe","Iceland","Unknown"
"1056","Ailanthus altissima","europe","Italy","Unknown"
"1057","Ailanthus altissima","europe","Jugoslavia","Unknown"
"1058","Ailanthus altissima","europe","Portugal","Unknown"
"1059","Ailanthus altissima","europe","Norway","Unknown"
"1060","Ailanthus altissima","europe","Poland","Unknown"
"1061","Ailanthus altissima","europe","Romania","Unknown"
"1062","Ailanthus altissima","europe","USSR","Unknown"
"1063","Ailanthus altissima","europe","Sardegna","Unknown"
"1064","Ailanthus altissima","europe","Svalbard","Unknown"
"1065","Ailanthus altissima","europe","Sicilia","Unknown"
"1066","Ailanthus altissima","europe","Sweden","Unknown"
"1067","Ailanthus altissima","europe","Turkey","Unknown"
"1068","Ailanthus altissima","europe","USSR_Northern_Division","Unknown"
"1069","Ailanthus altissima","europe","USSR_Baltic_Division","Unknown"
"1070","Ailanthus altissima","europe","USSR_Central_Division","Unknown"
"1071","Ailanthus altissima","europe","USSR_South_western","Unknown"
"1072","Ailanthus altissima","europe","USSR_Krym","Unknown"
"1073","Ailanthus altissima","europe","USSRSouth_eastern_Division","Unknown"
"1074","Alliaria petiolata","america","Continental US","Unknown"
"1075","Alliaria petiolata","america","Alaska","Unknown"
"1076","Alliaria petiolata","america","Canada","Unknown"
"1077","Alliaria petiolata","america","Caribbean Territories","Unknown"
"1078","Alliaria petiolata","america","Central Pacific Territories","Unknown"
"1079","Alliaria petiolata","america","Hawaii","Unknown"
"1080","Alliaria petiolata","america","Mexico","Unknown"
"1081","Alliaria petiolata","europe","Albania","Unknown"
"1082","Alliaria petiolata","europe","Austria","Unknown"
"1083","Alliaria petiolata","europe","Azores","Unknown"
"1084","Alliaria petiolata","europe","Belgium","Unknown"
"1085","Alliaria petiolata","europe","Islas_Baleares","Unknown"
"1086","Alliaria petiolata","europe","Britain","Unknown"
"1087","Alliaria petiolata","europe","Bulgaria","Unknown"
"1088","Alliaria petiolata","europe","Corse","Unknown"
"1089","Alliaria petiolata","europe","Kriti","Unknown"
"1090","Alliaria petiolata","europe","Czechoslovakia","Unknown"
"1091","Alliaria petiolata","europe","Denmark","Unknown"
"1092","Alliaria petiolata","europe","Faroer","Unknown"
"1093","Alliaria petiolata","europe","Finland","Unknown"
"1094","Alliaria petiolata","europe","France","Unknown"
"1095","Alliaria petiolata","europe","Germany","Unknown"
"1096","Alliaria petiolata","europe","Greece","Unknown"
"1097","Alliaria petiolata","europe","Ireland","Unknown"
"1098","Alliaria petiolata","europe","Switzerland","Unknown"
"1099","Alliaria petiolata","europe","Netherlands","Unknown"
"1100","Alliaria petiolata","europe","Spain","Unknown"
"1101","Alliaria petiolata","europe","Hungary","Unknown"
"1102","Alliaria petiolata","europe","Iceland","Unknown"
"1103","Alliaria petiolata","europe","Italy","Unknown"
"1104","Alliaria petiolata","europe","Jugoslavia","Unknown"
"1105","Alliaria petiolata","europe","Portugal","Unknown"
"1106","Alliaria petiolata","europe","Norway","Unknown"
"1107","Alliaria petiolata","europe","Poland","Unknown"
"1108","Alliaria petiolata","europe","Romania","Unknown"
"1109","Alliaria petiolata","europe","USSR","Unknown"
"1110","Alliaria petiolata","europe","Sardegna","Unknown"
"1111","Alliaria petiolata","europe","Svalbard","Unknown"
"1112","Alliaria petiolata","europe","Sicilia","Unknown"
"1113","Alliaria petiolata","europe","Sweden","Unknown"
"1114","Alliaria petiolata","europe","Turkey","Unknown"
"1115","Alliaria petiolata","europe","USSR_Northern_Division","Unknown"
"1116","Alliaria petiolata","europe","USSR_Baltic_Division","Unknown"
"1117","Alliaria petiolata","europe","USSR_Central_Division","Unknown"
"1118","Alliaria petiolata","europe","USSR_South_western","Unknown"
"1119","Alliaria petiolata","europe","USSR_Krym","Unknown"
"1120","Alliaria petiolata","europe","USSRSouth_eastern_Division","Unknown"
"1121","Alloteropsis semialata","america","Continental US","Unknown"
"1122","Alloteropsis semialata","america","Alaska","Unknown"
"1123","Alloteropsis semialata","america","Canada","Unknown"
"1124","Alloteropsis semialata","america","Caribbean Territories","Unknown"
"1125","Alloteropsis semialata","america","Central Pacific Territories","Unknown"
"1126","Alloteropsis semialata","america","Hawaii","Unknown"
"1127","Alloteropsis semialata","america","Mexico","Unknown"
"1128","Alloteropsis semialata","europe","Albania","Unknown"
"1129","Alloteropsis semialata","europe","Austria","Unknown"
"1130","Alloteropsis semialata","europe","Azores","Unknown"
"1131","Alloteropsis semialata","europe","Belgium","Unknown"
"1132","Alloteropsis semialata","europe","Islas_Baleares","Unknown"
"1133","Alloteropsis semialata","europe","Britain","Unknown"
"1134","Alloteropsis semialata","europe","Bulgaria","Unknown"
"1135","Alloteropsis semialata","europe","Corse","Unknown"
"1136","Alloteropsis semialata","europe","Kriti","Unknown"
"1137","Alloteropsis semialata","europe","Czechoslovakia","Unknown"
"1138","Alloteropsis semialata","europe","Denmark","Unknown"
"1139","Alloteropsis semialata","europe","Faroer","Unknown"
"1140","Alloteropsis semialata","europe","Finland","Unknown"
"1141","Alloteropsis semialata","europe","France","Unknown"
"1142","Alloteropsis semialata","europe","Germany","Unknown"
"1143","Alloteropsis semialata","europe","Greece","Unknown"
"1144","Alloteropsis semialata","europe","Ireland","Unknown"
"1145","Alloteropsis semialata","europe","Switzerland","Unknown"
"1146","Alloteropsis semialata","europe","Netherlands","Unknown"
"1147","Alloteropsis semialata","europe","Spain","Unknown"
"1148","Alloteropsis semialata","europe","Hungary","Unknown"
"1149","Alloteropsis semialata","europe","Iceland","Unknown"
"1150","Alloteropsis semialata","europe","Italy","Unknown"
"1151","Alloteropsis semialata","europe","Jugoslavia","Unknown"
"1152","Alloteropsis semialata","europe","Portugal","Unknown"
"1153","Alloteropsis semialata","europe","Norway","Unknown"
"1154","Alloteropsis semialata","europe","Poland","Unknown"
"1155","Alloteropsis semialata","europe","Romania","Unknown"
"1156","Alloteropsis semialata","europe","USSR","Unknown"
"1157","Alloteropsis semialata","europe","Sardegna","Unknown"
"1158","Alloteropsis semialata","europe","Svalbard","Unknown"
"1159","Alloteropsis semialata","europe","Sicilia","Unknown"
"1160","Alloteropsis semialata","europe","Sweden","Unknown"
"1161","Alloteropsis semialata","europe","Turkey","Unknown"
"1162","Alloteropsis semialata","europe","USSR_Northern_Division","Unknown"
"1163","Alloteropsis semialata","europe","USSR_Baltic_Division","Unknown"
"1164","Alloteropsis semialata","europe","USSR_Central_Division","Unknown"
"1165","Alloteropsis semialata","europe","USSR_South_western","Unknown"
"1166","Alloteropsis semialata","europe","USSR_Krym","Unknown"
"1167","Alloteropsis semialata","europe","USSRSouth_eastern_Division","Unknown"
"1168","Ambrosia artemisiifolia","america","Continental US","Unknown"
"1169","Ambrosia artemisiifolia","america","Alaska","Unknown"
"1170","Ambrosia artemisiifolia","america","Canada","Unknown"
"1171","Ambrosia artemisiifolia","america","Caribbean Territories","Unknown"
"1172","Ambrosia artemisiifolia","america","Central Pacific Territories","Unknown"
"1173","Ambrosia artemisiifolia","america","Hawaii","Unknown"
"1174","Ambrosia artemisiifolia","america","Mexico","Unknown"
"1175","Ambrosia artemisiifolia","europe","Albania","Unknown"
"1176","Ambrosia artemisiifolia","europe","Austria","Unknown"
"1177","Ambrosia artemisiifolia","europe","Azores","Unknown"
"1178","Ambrosia artemisiifolia","europe","Belgium","Unknown"
"1179","Ambrosia artemisiifolia","europe","Islas_Baleares","Unknown"
"1180","Ambrosia artemisiifolia","europe","Britain","Unknown"
"1181","Ambrosia artemisiifolia","europe","Bulgaria","Unknown"
"1182","Ambrosia artemisiifolia","europe","Corse","Unknown"
"1183","Ambrosia artemisiifolia","europe","Kriti","Unknown"
"1184","Ambrosia artemisiifolia","europe","Czechoslovakia","Unknown"
"1185","Ambrosia artemisiifolia","europe","Denmark","Unknown"
"1186","Ambrosia artemisiifolia","europe","Faroer","Unknown"
"1187","Ambrosia artemisiifolia","europe","Finland","Unknown"
"1188","Ambrosia artemisiifolia","europe","France","Unknown"
"1189","Ambrosia artemisiifolia","europe","Germany","Unknown"
"1190","Ambrosia artemisiifolia","europe","Greece","Unknown"
"1191","Ambrosia artemisiifolia","europe","Ireland","Unknown"
"1192","Ambrosia artemisiifolia","europe","Switzerland","Unknown"
"1193","Ambrosia artemisiifolia","europe","Netherlands","Unknown"
"1194","Ambrosia artemisiifolia","europe","Spain","Unknown"
"1195","Ambrosia artemisiifolia","europe","Hungary","Unknown"
"1196","Ambrosia artemisiifolia","europe","Iceland","Unknown"
"1197","Ambrosia artemisiifolia","europe","Italy","Unknown"
"1198","Ambrosia artemisiifolia","europe","Jugoslavia","Unknown"
"1199","Ambrosia artemisiifolia","europe","Portugal","Unknown"
"1200","Ambrosia artemisiifolia","europe","Norway","Unknown"
"1201","Ambrosia artemisiifolia","europe","Poland","Unknown"
"1202","Ambrosia artemisiifolia","europe","Romania","Unknown"
"1203","Ambrosia artemisiifolia","europe","USSR","Unknown"
"1204","Ambrosia artemisiifolia","europe","Sardegna","Unknown"
"1205","Ambrosia artemisiifolia","europe","Svalbard","Unknown"
"1206","Ambrosia artemisiifolia","europe","Sicilia","Unknown"
"1207","Ambrosia artemisiifolia","europe","Sweden","Unknown"
"1208","Ambrosia artemisiifolia","europe","Turkey","Unknown"
"1209","Ambrosia artemisiifolia","europe","USSR_Northern_Division","Unknown"
"1210","Ambrosia artemisiifolia","europe","USSR_Baltic_Division","Unknown"
"1211","Ambrosia artemisiifolia","europe","USSR_Central_Division","Unknown"
"1212","Ambrosia artemisiifolia","europe","USSR_South_western","Unknown"
"1213","Ambrosia artemisiifolia","europe","USSR_Krym","Unknown"
"1214","Ambrosia artemisiifolia","europe","USSRSouth_eastern_Division","Unknown"
"1215","Andropogon bladhii","america","Continental US","Unknown"
"1216","Andropogon bladhii","america","Alaska","Unknown"
"1217","Andropogon bladhii","america","Canada","Unknown"
"1218","Andropogon bladhii","america","Caribbean Territories","Unknown"
"1219","Andropogon bladhii","america","Central Pacific Territories","Unknown"
"1220","Andropogon bladhii","america","Hawaii","Unknown"
"1221","Andropogon bladhii","america","Mexico","Unknown"
"1222","Andropogon bladhii","europe","Albania","Unknown"
"1223","Andropogon bladhii","europe","Austria","Unknown"
"1224","Andropogon bladhii","europe","Azores","Unknown"
"1225","Andropogon bladhii","europe","Belgium","Unknown"
"1226","Andropogon bladhii","europe","Islas_Baleares","Unknown"
"1227","Andropogon bladhii","europe","Britain","Unknown"
"1228","Andropogon bladhii","europe","Bulgaria","Unknown"
"1229","Andropogon bladhii","europe","Corse","Unknown"
"1230","Andropogon bladhii","europe","Kriti","Unknown"
"1231","Andropogon bladhii","europe","Czechoslovakia","Unknown"
"1232","Andropogon bladhii","europe","Denmark","Unknown"
"1233","Andropogon bladhii","europe","Faroer","Unknown"
"1234","Andropogon bladhii","europe","Finland","Unknown"
"1235","Andropogon bladhii","europe","France","Unknown"
"1236","Andropogon bladhii","europe","Germany","Unknown"
"1237","Andropogon bladhii","europe","Greece","Unknown"
"1238","Andropogon bladhii","europe","Ireland","Unknown"
"1239","Andropogon bladhii","europe","Switzerland","Unknown"
"1240","Andropogon bladhii","europe","Netherlands","Unknown"
"1241","Andropogon bladhii","europe","Spain","Unknown"
"1242","Andropogon bladhii","europe","Hungary","Unknown"
"1243","Andropogon bladhii","europe","Iceland","Unknown"
"1244","Andropogon bladhii","europe","Italy","Unknown"
"1245","Andropogon bladhii","europe","Jugoslavia","Unknown"
"1246","Andropogon bladhii","europe","Portugal","Unknown"
"1247","Andropogon bladhii","europe","Norway","Unknown"
"1248","Andropogon bladhii","europe","Poland","Unknown"
"1249","Andropogon bladhii","europe","Romania","Unknown"
"1250","Andropogon bladhii","europe","USSR","Unknown"
"1251","Andropogon bladhii","europe","Sardegna","Unknown"
"1252","Andropogon bladhii","europe","Svalbard","Unknown"
"1253","Andropogon bladhii","europe","Sicilia","Unknown"
"1254","Andropogon bladhii","europe","Sweden","Unknown"
"1255","Andropogon bladhii","europe","Turkey","Unknown"
"1256","Andropogon bladhii","europe","USSR_Northern_Division","Unknown"
"1257","Andropogon bladhii","europe","USSR_Baltic_Division","Unknown"
"1258","Andropogon bladhii","europe","USSR_Central_Division","Unknown"
"1259","Andropogon bladhii","europe","USSR_South_western","Unknown"
"1260","Andropogon bladhii","europe","USSR_Krym","Unknown"
"1261","Andropogon bladhii","europe","USSRSouth_eastern_Division","Unknown"
"1262","Andropogon gayanus","america","Continental US","Unknown"
"1263","Andropogon gayanus","america","Alaska","Unknown"
"1264","Andropogon gayanus","america","Canada","Unknown"
"1265","Andropogon gayanus","america","Caribbean Territories","Unknown"
"1266","Andropogon gayanus","america","Central Pacific Territories","Unknown"
"1267","Andropogon gayanus","america","Hawaii","Unknown"
"1268","Andropogon gayanus","america","Mexico","Unknown"
"1269","Andropogon gayanus","europe","Albania","Unknown"
"1270","Andropogon gayanus","europe","Austria","Unknown"
"1271","Andropogon gayanus","europe","Azores","Unknown"
"1272","Andropogon gayanus","europe","Belgium","Unknown"
"1273","Andropogon gayanus","europe","Islas_Baleares","Unknown"
"1274","Andropogon gayanus","europe","Britain","Unknown"
"1275","Andropogon gayanus","europe","Bulgaria","Unknown"
"1276","Andropogon gayanus","europe","Corse","Unknown"
"1277","Andropogon gayanus","europe","Kriti","Unknown"
"1278","Andropogon gayanus","europe","Czechoslovakia","Unknown"
"1279","Andropogon gayanus","europe","Denmark","Unknown"
"1280","Andropogon gayanus","europe","Faroer","Unknown"
"1281","Andropogon gayanus","europe","Finland","Unknown"
"1282","Andropogon gayanus","europe","France","Unknown"
"1283","Andropogon gayanus","europe","Germany","Unknown"
"1284","Andropogon gayanus","europe","Greece","Unknown"
"1285","Andropogon gayanus","europe","Ireland","Unknown"
"1286","Andropogon gayanus","europe","Switzerland","Unknown"
"1287","Andropogon gayanus","europe","Netherlands","Unknown"
"1288","Andropogon gayanus","europe","Spain","Unknown"
"1289","Andropogon gayanus","europe","Hungary","Unknown"
"1290","Andropogon gayanus","europe","Iceland","Unknown"
"1291","Andropogon gayanus","europe","Italy","Unknown"
"1292","Andropogon gayanus","europe","Jugoslavia","Unknown"
"1293","Andropogon gayanus","europe","Portugal","Unknown"
"1294","Andropogon gayanus","europe","Norway","Unknown"
"1295","Andropogon gayanus","europe","Poland","Unknown"
"1296","Andropogon gayanus","europe","Romania","Unknown"
"1297","Andropogon gayanus","europe","USSR","Unknown"
"1298","Andropogon gayanus","europe","Sardegna","Unknown"
"1299","Andropogon gayanus","europe","Svalbard","Unknown"
"1300","Andropogon gayanus","europe","Sicilia","Unknown"
"1301","Andropogon gayanus","europe","Sweden","Unknown"
"1302","Andropogon gayanus","europe","Turkey","Unknown"
"1303","Andropogon gayanus","europe","USSR_Northern_Division","Unknown"
"1304","Andropogon gayanus","europe","USSR_Baltic_Division","Unknown"
"1305","Andropogon gayanus","europe","USSR_Central_Division","Unknown"
"1306","Andropogon gayanus","europe","USSR_South_western","Unknown"
"1307","Andropogon gayanus","europe","USSR_Krym","Unknown"
"1308","Andropogon gayanus","europe","USSRSouth_eastern_Division","Unknown"
"1309","Andropogon gerardii","america","Continental US","Unknown"
"1310","Andropogon gerardii","america","Alaska","Unknown"
"1311","Andropogon gerardii","america","Canada","Unknown"
"1312","Andropogon gerardii","america","Caribbean Territories","Unknown"
"1313","Andropogon gerardii","america","Central Pacific Territories","Unknown"
"1314","Andropogon gerardii","america","Hawaii","Unknown"
"1315","Andropogon gerardii","america","Mexico","Unknown"
"1316","Andropogon gerardii","europe","Albania","Unknown"
"1317","Andropogon gerardii","europe","Austria","Unknown"
"1318","Andropogon gerardii","europe","Azores","Unknown"
"1319","Andropogon gerardii","europe","Belgium","Unknown"
"1320","Andropogon gerardii","europe","Islas_Baleares","Unknown"
"1321","Andropogon gerardii","europe","Britain","Unknown"
"1322","Andropogon gerardii","europe","Bulgaria","Unknown"
"1323","Andropogon gerardii","europe","Corse","Unknown"
"1324","Andropogon gerardii","europe","Kriti","Unknown"
"1325","Andropogon gerardii","europe","Czechoslovakia","Unknown"
"1326","Andropogon gerardii","europe","Denmark","Unknown"
"1327","Andropogon gerardii","europe","Faroer","Unknown"
"1328","Andropogon gerardii","europe","Finland","Unknown"
"1329","Andropogon gerardii","europe","France","Unknown"
"1330","Andropogon gerardii","europe","Germany","Unknown"
"1331","Andropogon gerardii","europe","Greece","Unknown"
"1332","Andropogon gerardii","europe","Ireland","Unknown"
"1333","Andropogon gerardii","europe","Switzerland","Unknown"
"1334","Andropogon gerardii","europe","Netherlands","Unknown"
"1335","Andropogon gerardii","europe","Spain","Unknown"
"1336","Andropogon gerardii","europe","Hungary","Unknown"
"1337","Andropogon gerardii","europe","Iceland","Unknown"
"1338","Andropogon gerardii","europe","Italy","Unknown"
"1339","Andropogon gerardii","europe","Jugoslavia","Unknown"
"1340","Andropogon gerardii","europe","Portugal","Unknown"
"1341","Andropogon gerardii","europe","Norway","Unknown"
"1342","Andropogon gerardii","europe","Poland","Unknown"
"1343","Andropogon gerardii","europe","Romania","Unknown"
"1344","Andropogon gerardii","europe","USSR","Unknown"
"1345","Andropogon gerardii","europe","Sardegna","Unknown"
"1346","Andropogon gerardii","europe","Svalbard","Unknown"
"1347","Andropogon gerardii","europe","Sicilia","Unknown"
"1348","Andropogon gerardii","europe","Sweden","Unknown"
"1349","Andropogon gerardii","europe","Turkey","Unknown"
"1350","Andropogon gerardii","europe","USSR_Northern_Division","Unknown"
"1351","Andropogon gerardii","europe","USSR_Baltic_Division","Unknown"
"1352","Andropogon gerardii","europe","USSR_Central_Division","Unknown"
"1353","Andropogon gerardii","europe","USSR_South_western","Unknown"
"1354","Andropogon gerardii","europe","USSR_Krym","Unknown"
"1355","Andropogon gerardii","europe","USSRSouth_eastern_Division","Unknown"
"1356","Anthemis arvensis","america","Continental US","Unknown"
"1357","Anthemis arvensis","america","Alaska","Unknown"
"1358","Anthemis arvensis","america","Canada","Unknown"
"1359","Anthemis arvensis","america","Caribbean Territories","Unknown"
"1360","Anthemis arvensis","america","Central Pacific Territories","Unknown"
"1361","Anthemis arvensis","america","Hawaii","Unknown"
"1362","Anthemis arvensis","america","Mexico","Unknown"
"1363","Anthemis arvensis","europe","Albania","Unknown"
"1364","Anthemis arvensis","europe","Austria","Unknown"
"1365","Anthemis arvensis","europe","Azores","Unknown"
"1366","Anthemis arvensis","europe","Belgium","Unknown"
"1367","Anthemis arvensis","europe","Islas_Baleares","Unknown"
"1368","Anthemis arvensis","europe","Britain","Unknown"
"1369","Anthemis arvensis","europe","Bulgaria","Unknown"
"1370","Anthemis arvensis","europe","Corse","Unknown"
"1371","Anthemis arvensis","europe","Kriti","Unknown"
"1372","Anthemis arvensis","europe","Czechoslovakia","Unknown"
"1373","Anthemis arvensis","europe","Denmark","Unknown"
"1374","Anthemis arvensis","europe","Faroer","Unknown"
"1375","Anthemis arvensis","europe","Finland","Unknown"
"1376","Anthemis arvensis","europe","France","Unknown"
"1377","Anthemis arvensis","europe","Germany","Unknown"
"1378","Anthemis arvensis","europe","Greece","Unknown"
"1379","Anthemis arvensis","europe","Ireland","Unknown"
"1380","Anthemis arvensis","europe","Switzerland","Unknown"
"1381","Anthemis arvensis","europe","Netherlands","Unknown"
"1382","Anthemis arvensis","europe","Spain","Unknown"
"1383","Anthemis arvensis","europe","Hungary","Unknown"
"1384","Anthemis arvensis","europe","Iceland","Unknown"
"1385","Anthemis arvensis","europe","Italy","Unknown"
"1386","Anthemis arvensis","europe","Jugoslavia","Unknown"
"1387","Anthemis arvensis","europe","Portugal","Unknown"
"1388","Anthemis arvensis","europe","Norway","Unknown"
"1389","Anthemis arvensis","europe","Poland","Unknown"
"1390","Anthemis arvensis","europe","Romania","Unknown"
"1391","Anthemis arvensis","europe","USSR","Unknown"
"1392","Anthemis arvensis","europe","Sardegna","Unknown"
"1393","Anthemis arvensis","europe","Svalbard","Unknown"
"1394","Anthemis arvensis","europe","Sicilia","Unknown"
"1395","Anthemis arvensis","europe","Sweden","Unknown"
"1396","Anthemis arvensis","europe","Turkey","Unknown"
"1397","Anthemis arvensis","europe","USSR_Northern_Division","Unknown"
"1398","Anthemis arvensis","europe","USSR_Baltic_Division","Unknown"
"1399","Anthemis arvensis","europe","USSR_Central_Division","Unknown"
"1400","Anthemis arvensis","europe","USSR_South_western","Unknown"
"1401","Anthemis arvensis","europe","USSR_Krym","Unknown"
"1402","Anthemis arvensis","europe","USSRSouth_eastern_Division","Unknown"
"1403","Arrhenatherum elatius","america","Continental US","Unknown"
"1404","Arrhenatherum elatius","america","Alaska","Unknown"
"1405","Arrhenatherum elatius","america","Canada","Unknown"
"1406","Arrhenatherum elatius","america","Caribbean Territories","Unknown"
"1407","Arrhenatherum elatius","america","Central Pacific Territories","Unknown"
